"lundi00h" "lundi01h" "lundi02h" "lundi03h" "lundi04h" "lundi05h" "lundi06h" "lundi07h" "lundi08h" "lundi09h" "lundi10h" "lundi11h" "lundi12h" "lundi13h" "lundi14h" "lundi15h" "lundi16h" "lundi17h" "lundi18h" "lundi19h" "lundi20h" "lundi21h" "lundi22h" "lundi23h" "mardi00h" "mardi01h" "mardi02h" "mardi03h" "mardi04h" "mardi05h" "mardi06h" "mardi07h" "mardi08h" "mardi09h" "mardi10h" "mardi11h" "mardi12h" "mardi13h" "mardi14h" "mardi15h" "mardi16h" "mardi17h" "mardi18h" "mardi19h" "mardi20h" "mardi21h" "mardi22h" "mardi23h" "mercredi00h" "mercredi01h" "mercredi02h" "mercredi03h" "mercredi04h" "mercredi05h" "mercredi06h" "mercredi07h" "mercredi08h" "mercredi09h" "mercredi10h" "mercredi11h" "mercredi12h" "mercredi13h" "mercredi14h" "mercredi15h" "mercredi16h" "mercredi17h" "mercredi18h" "mercredi19h" "mercredi20h" "mercredi21h" "mercredi22h" "mercredi23h" "jeudi00h" "jeudi01h" "jeudi02h" "jeudi03h" "jeudi04h" "jeudi05h" "jeudi06h" "jeudi07h" "jeudi08h" "jeudi09h" "jeudi10h" "jeudi11h" "jeudi12h" "jeudi13h" "jeudi14h" "jeudi15h" "jeudi16h" "jeudi17h" "jeudi18h" "jeudi19h" "jeudi20h" "jeudi21h" "jeudi22h" "jeudi23h" "vendredi00h" "vendredi01h" "vendredi02h" "vendredi03h" "vendredi04h" "vendredi05h" "vendredi06h" "vendredi07h" "vendredi08h" "vendredi09h" "vendredi10h" "vendredi11h" "vendredi12h" "vendredi13h" "vendredi14h" "vendredi15h" "vendredi16h" "vendredi17h" "vendredi18h" "vendredi19h" "vendredi20h" "vendredi21h" "vendredi22h" "vendredi23h" "noms" "longitude" "latitude"
"41103" 4 5 3 5 4 2 3 3 2 5 8 8 7 6 2 0 12 8 2 0 2 2 8 7 8 7 8 8 5 2 2 2 2 6 11 11 12 10 5 5 5 4 0 0 0 0 0 1 5 6 6 5 4 4 3 2 2 2 1 0 4 1 3 0 3 3 0 0 2 0 0 1 1 4 2 2 2 0 1 1 1 12 12 11 11 11 5 9 9 1 1 3 1 1 0 1 1 2 2 2 2 1 1 3 1 5 12 12 8 0 3 1 2 2 0 0 0 0 2 1 " BRIAND (ARCUEIL)" 2.32696976462064 48.8104231700653
"15043" 1 1 2 3 3 3 2 1 2 0 0 0 0 2 1 0 4 2 0 3 7 3 7 3 6 6 7 7 9 9 8 8 5 0 1 0 0 0 0 1 3 0 1 2 1 1 2 0 0 0 3 5 5 5 4 3 2 3 0 0 5 0 0 2 0 0 0 1 5 4 0 0 2 3 5 3 3 3 2 5 2 3 3 0 3 1 1 1 1 3 1 1 3 5 6 5 1 2 5 7 8 8 9 9 7 3 5 6 4 6 3 2 6 3 1 1 4 1 0 0 " BRANCION" 2.30141743604383 48.8290542164508
"2008" 6 7 8 8 8 8 8 8 9 14 29 29 27 29 29 27 29 25 16 0 0 2 3 3 0 0 1 1 1 1 1 2 6 15 29 29 29 27 29 29 25 23 15 0 0 0 0 2 1 1 1 1 2 2 2 1 2 9 29 28 27 24 27 29 29 29 20 0 0 0 1 0 1 1 2 1 1 1 1 0 3 14 29 29 28 25 28 23 26 19 17 5 7 3 2 2 0 0 0 0 0 0 0 0 1 17 29 26 27 27 28 27 25 19 12 2 3 3 4 4 " MAIRIE DU 2EME" 2.3405636863636 48.8672932628197
"9019" 3 2 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 3 8 7 6 5 5 4 5 6 7 7 7 6 3 0 1 0 0 2 1 0 3 0 3 3 7 6 8 10 5 6 5 3 3 3 3 2 0 1 1 0 0 0 0 0 0 0 0 3 5 5 4 5 2 2 0 1 0 1 1 0 1 0 0 0 1 1 3 0 0 0 5 5 2 4 6 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 4 3 2 2 1 6 12 8 8 8 " VICTOR MASSE" 2.33668100429512 48.881149033953
"35004" 3 2 2 2 2 2 2 2 3 7 2 3 2 2 2 3 2 3 4 2 1 2 1 2 3 2 2 2 2 2 3 4 4 6 6 3 5 2 2 1 3 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 2 2 3 1 0 0 0 1 2 0 5 0 2 4 3 3 4 4 4 4 4 4 4 3 4 5 6 5 7 6 4 3 1 0 3 2 1 3 1 1 1 1 2 2 2 2 2 2 2 4 6 7 7 4 3 2 2 4 1 2 1 2 1 0 " ALLENDE (PANTIN)" 2.40057659385414 48.8973289368289
"5032" 9 8 8 6 6 6 6 6 7 9 22 27 32 33 35 37 31 22 14 2 2 4 2 2 1 0 1 1 0 0 0 0 4 6 5 8 10 6 7 0 0 0 0 0 1 0 1 2 0 0 1 0 0 0 0 0 4 10 10 16 14 10 10 1 2 2 1 2 1 2 2 1 2 1 1 1 1 1 1 1 8 10 8 9 9 8 7 2 6 2 0 0 1 3 4 1 0 0 0 0 0 0 0 0 8 10 6 14 6 12 14 12 3 4 1 1 0 5 3 1 " PANTHEON CARMES" 2.34649965376297 48.8469867528133
"22011" 9 9 9 9 9 9 9 9 11 11 13 13 13 15 15 15 11 11 11 15 8 4 3 3 3 2 3 2 2 2 2 2 0 1 6 4 5 7 8 8 7 8 6 4 1 2 2 3 4 5 5 6 5 5 4 4 4 6 3 5 3 4 4 4 5 4 2 2 3 1 1 2 4 2 2 2 2 2 2 2 4 2 7 7 6 7 7 6 5 5 1 0 0 0 0 0 2 1 3 2 2 2 2 2 4 2 4 7 9 9 11 13 12 11 10 9 8 5 5 5 " MONTROSIER (NEUILLY)" 2.27853571712278 48.8794413696326
"19020" 1 3 3 4 4 5 5 5 5 1 1 0 0 0 0 0 2 2 0 1 4 3 5 7 7 7 7 8 8 8 8 8 7 0 0 1 0 0 0 3 0 0 3 3 7 6 5 7 8 10 10 9 9 9 10 10 10 2 0 0 0 1 0 0 1 3 1 0 1 0 1 3 2 3 2 2 2 2 2 2 3 0 1 0 0 1 1 0 0 0 2 10 13 13 10 12 13 13 13 13 13 14 14 13 13 3 1 2 0 0 0 3 0 0 3 1 0 0 0 2 " MANIN HAUTPOUL" 2.39020968744529 48.8846620656053
"20005" 9 12 14 14 14 13 13 13 13 13 14 16 15 14 13 14 10 11 12 11 6 9 9 11 11 11 11 11 11 11 11 10 12 12 15 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 " RUE DE LAGNY SAINT MANDE" 2.41233032884477 48.8492660436018
"19028" 0 0 0 0 0 0 10 9 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 19 17 17 15 15 15 16 13 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 18 19 18 17 17 16 16 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 18 17 16 16 16 13 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 20 19 19 17 13 1 1 1 2 0 0 0 0 0 0 1 0 0 0 1 " PLACE DES FETES" 2.3922846297885 48.8764683397331
"10003" 5 1 0 0 0 0 0 1 0 0 9 16 16 14 16 13 6 3 1 3 2 0 4 1 0 1 0 0 0 0 0 2 0 0 15 14 14 13 10 9 10 3 2 1 5 1 2 1 1 1 2 2 2 4 4 6 2 1 9 15 11 5 2 4 7 9 0 5 1 3 0 0 0 0 0 0 2 1 1 2 1 1 10 15 13 11 6 1 3 2 1 5 0 12 12 5 3 1 1 0 0 0 0 0 0 2 13 17 11 12 11 3 7 6 2 7 1 2 6 7 " HAUTEVILLE" 2.34964963683273 48.8707743602404
"5104" 55 54 54 54 54 54 54 53 55 55 55 55 54 55 52 52 54 53 50 43 40 44 46 46 46 47 48 48 49 49 49 48 28 35 47 54 55 54 55 55 54 53 53 54 49 52 53 53 52 51 53 53 54 53 52 51 32 37 52 55 52 52 52 55 31 31 26 22 20 17 16 17 20 30 33 33 34 31 30 31 29 36 44 48 49 32 36 34 36 34 37 42 42 49 47 49 43 43 44 44 44 43 43 41 38 41 50 47 47 46 52 55 55 52 54 49 51 53 54 55 " BUFFON" 2.35891268131767 48.841916179826
"22402" 7 8 8 9 9 9 9 7 4 4 10 4 3 2 3 1 1 2 5 2 1 4 10 12 11 11 11 11 11 11 10 10 9 1 3 0 0 2 5 6 9 8 16 4 3 4 2 4 5 5 5 5 5 5 5 5 5 5 5 5 28 18 19 14 16 15 14 6 5 3 9 12 13 14 14 15 15 15 14 13 16 6 5 2 1 4 4 2 2 7 7 2 0 14 11 19 22 21 21 22 22 22 21 20 19 10 2 1 1 1 3 4 5 5 6 7 0 3 3 5 " JAURES (MALAKOFF)" 2.30289945996593 48.8214600797734
"18007" 4 8 10 9 10 9 8 7 3 0 0 0 0 0 0 0 1 1 5 8 7 3 4 11 12 16 17 18 18 17 16 15 15 0 0 0 0 0 0 0 1 0 1 0 2 4 5 6 3 4 3 4 4 4 1 0 0 1 0 0 0 0 4 0 1 0 1 2 1 5 5 4 9 8 6 5 3 2 1 0 0 0 0 0 1 0 0 0 1 1 2 4 1 0 7 6 2 2 5 4 6 6 6 4 1 1 0 1 0 0 0 3 0 1 4 1 4 8 16 16 " GOUTTE D' OR" 2.3499419916883 48.88519800938
"32604" 0 1 1 1 1 19 19 19 17 11 6 3 0 0 0 0 0 0 0 1 2 3 2 2 1 1 1 1 1 14 14 14 13 7 1 0 1 0 0 0 0 0 0 0 0 1 1 1 2 2 0 0 0 10 10 10 7 4 0 0 0 0 0 0 0 0 0 2 3 5 5 4 4 4 4 5 5 5 5 4 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 1 1 2 2 " KOCK (LES LILAS)" 2.42020915533382 48.8812154273023
"11003" 32 30 30 29 18 18 17 17 16 15 14 19 21 18 22 26 28 30 31 25 27 32 31 30 32 30 28 28 26 28 28 27 25 19 16 24 22 32 31 32 29 32 31 30 25 32 32 30 32 32 30 29 29 26 25 24 18 6 12 19 17 12 19 15 15 17 27 24 32 32 32 31 32 29 24 28 18 18 18 18 12 2 13 11 15 16 14 15 16 17 28 27 30 30 31 31 31 29 29 31 22 23 23 21 19 13 17 20 20 21 17 18 12 5 6 16 21 28 23 30 " ROQUETTE DALLERY" 2.37524034702615 48.8555128613223
"13028" 12 14 14 14 14 15 14 15 16 21 15 9 11 12 12 13 15 18 18 17 17 20 18 14 18 22 22 22 22 22 22 22 22 22 27 26 25 25 22 24 23 30 31 27 28 33 32 31 33 33 33 33 33 33 33 33 33 21 20 20 18 16 18 15 12 14 15 17 18 18 22 24 25 25 25 26 26 26 28 27 25 23 23 24 22 23 24 23 23 25 26 21 27 30 31 31 32 32 32 32 32 32 32 32 31 24 24 26 27 25 24 25 28 28 27 33 32 32 33 25 " GOUTHIERE" 2.351342 48.820507
"35003" 19 19 19 19 19 4 4 5 5 6 4 6 9 8 8 3 2 1 0 1 3 2 3 3 2 4 6 6 6 6 6 5 2 2 1 4 4 4 3 4 3 4 4 9 8 8 7 8 11 13 13 14 14 14 14 14 17 14 12 12 10 11 8 6 3 2 2 7 9 6 5 4 3 4 6 7 7 7 7 7 3 1 2 4 4 1 2 1 2 0 0 3 4 4 6 3 9 11 15 14 14 14 14 13 11 10 10 9 9 10 8 7 10 8 11 14 11 11 10 17 " VAILLANT (PANTIN)" 2.39325582933415 48.9026916179814
"16007" 0 3 3 3 3 3 3 3 2 2 10 11 6 4 3 4 6 11 0 0 2 3 3 1 2 2 2 2 2 2 4 5 6 6 22 24 26 20 18 17 19 13 5 2 2 1 3 1 4 7 29 28 28 28 28 28 30 29 39 36 33 37 37 30 34 37 17 2 2 1 3 2 20 21 22 21 22 20 20 20 24 29 39 39 34 33 37 35 36 36 25 28 19 10 8 5 9 3 23 20 22 22 23 23 27 29 37 39 39 30 39 38 36 34 18 7 2 3 4 2 " LONGCHAMP" 2.29251910100415 48.864910448589
"4007" 29 26 30 31 30 30 30 31 32 36 36 36 36 34 35 34 29 15 24 18 17 23 21 13 17 16 17 17 15 17 17 17 20 27 33 35 32 36 35 36 36 33 33 33 33 35 33 30 30 26 26 22 20 20 21 23 25 34 29 24 24 35 35 35 30 35 36 35 21 19 31 31 32 30 36 31 29 28 29 31 16 18 25 18 19 19 17 22 15 18 17 17 21 33 31 31 24 20 20 17 11 11 11 15 13 6 15 19 17 30 27 16 19 24 25 32 32 32 33 27 " BOURDON" 2.3682407194182 48.8525571174352
"15002" 2 0 1 1 2 3 3 4 6 0 1 2 2 1 2 2 0 3 6 2 2 4 2 4 1 3 3 3 4 4 4 5 7 4 8 10 5 4 6 7 9 9 12 15 16 14 11 9 6 3 1 1 1 2 1 3 8 6 4 6 2 1 7 4 3 4 3 1 5 0 2 4 4 1 2 2 3 2 3 5 8 8 11 12 12 14 13 13 11 14 13 7 9 4 2 1 1 1 0 1 1 1 1 1 3 4 7 11 9 9 8 8 10 12 9 13 17 17 15 11 " BOURDELLE" 2.32026394678474 48.8430853174659
"9013" 10 10 13 14 14 14 12 12 13 24 24 24 23 23 25 23 22 16 10 1 1 3 7 4 3 2 2 3 3 3 3 2 3 6 24 24 23 14 12 5 7 5 3 4 3 2 3 3 6 2 5 4 4 4 4 4 5 2 24 25 20 21 24 23 20 19 10 3 3 5 5 3 3 2 2 2 3 3 3 2 7 8 19 16 19 21 24 24 20 14 7 3 3 9 12 12 2 6 2 4 4 4 3 4 4 11 20 22 21 19 23 20 16 17 14 1 0 4 0 2 " MAIRIE DU 9EME" 2.34075344805276 48.8732671375829
"19114" 1 1 16 16 16 16 16 15 16 1 0 0 0 0 2 0 1 1 1 0 2 0 0 2 1 19 20 20 20 20 20 20 18 10 1 15 5 1 0 0 0 0 0 3 1 1 0 0 1 15 17 17 17 18 18 18 15 6 1 1 2 0 0 1 2 0 1 4 5 0 1 0 1 17 17 16 17 16 15 15 15 7 0 0 0 0 0 0 0 2 0 0 0 1 0 2 0 18 20 20 20 19 19 19 18 10 0 1 1 1 0 0 0 2 3 0 0 1 1 2 " MANIN SECRETAN" 2.37863702192026 48.879275195696
"10026" 17 21 16 14 12 12 10 11 1 0 0 16 4 0 0 2 4 0 0 3 18 19 19 22 22 25 27 29 29 29 27 26 19 7 0 2 0 22 4 4 6 1 1 8 9 10 20 24 27 28 26 27 27 27 28 25 19 3 0 1 2 2 0 3 3 0 1 5 6 17 24 28 35 31 33 33 33 33 31 29 14 0 1 2 0 18 16 17 15 10 5 20 22 19 25 30 30 33 27 22 26 27 25 26 19 2 0 1 1 3 1 1 3 6 8 13 17 22 27 30 " CHATEAU LANDON" 2.362424 48.879305
"21019" 15 14 16 16 16 13 13 13 14 12 15 17 17 15 18 17 15 15 12 7 2 2 8 9 8 8 8 8 8 8 8 8 8 9 13 14 16 11 14 20 18 16 11 4 5 5 6 4 3 2 2 2 3 2 3 3 3 2 10 9 11 11 10 9 11 9 5 6 1 3 2 4 6 5 5 5 5 5 5 5 2 3 6 7 6 6 12 13 10 9 4 2 1 4 8 8 8 7 7 7 7 7 7 7 6 4 10 10 12 6 7 9 10 9 5 2 3 2 3 6 " VAILLANT (BOULOGNE-BILLANCOURT)" 2.24786255060931 48.834860810597
"41602" 6 10 8 8 9 9 9 8 7 5 1 2 3 1 2 4 1 5 2 2 8 5 5 8 5 6 7 9 9 10 10 10 14 11 13 14 13 9 9 5 5 7 13 14 16 14 15 16 19 21 21 22 23 23 26 25 26 20 16 14 20 19 16 17 15 14 17 25 31 29 27 27 25 26 26 26 26 27 26 25 19 19 21 20 19 20 18 19 19 20 19 24 26 23 25 25 26 25 27 29 29 29 29 29 26 22 21 19 18 14 17 18 20 23 24 25 30 30 29 28 " DIGEON (SAINT MANDE)" 2.41831747656715 48.8435469599157
"11105" 35 32 31 31 32 31 31 32 31 22 1 1 0 1 1 3 3 1 2 4 18 28 41 44 47 33 30 29 29 24 24 24 22 10 0 0 1 1 0 1 1 1 12 10 26 50 50 50 50 50 28 29 29 30 30 31 30 14 0 0 0 2 0 0 0 1 3 8 15 37 50 50 48 50 45 41 44 44 44 45 44 40 18 16 13 5 5 2 3 8 8 14 21 36 50 49 47 41 36 37 37 37 37 36 40 33 8 0 1 0 7 0 0 4 18 33 50 50 49 50 " REPUBLIQUE PARMENTIER" 2.37519519672458 48.8645416268121
"8009" 0 1 0 1 1 1 2 3 1 0 2 0 0 1 2 0 3 9 13 12 0 0 0 0 1 2 2 2 2 2 2 4 3 6 5 2 10 9 10 8 9 14 15 9 7 2 1 1 1 1 2 1 2 2 2 1 12 8 2 3 4 6 4 6 6 7 17 14 10 4 3 2 3 3 2 3 3 3 4 6 13 9 4 7 6 9 9 4 3 4 21 25 17 12 8 3 3 3 2 2 2 3 5 4 6 8 2 3 5 11 11 15 14 26 27 19 22 18 19 22 " SAINT LAZARE RER" 2.32648148621828 48.8748080249657
"19016" 6 1 0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0 1 5 12 22 22 23 23 21 19 22 22 26 27 28 25 16 4 0 1 0 2 0 1 2 3 6 6 5 1 8 13 16 16 16 16 18 18 20 17 6 1 0 1 2 4 2 1 1 2 3 4 13 22 22 24 29 30 29 28 27 26 27 29 9 0 0 2 0 1 1 0 3 1 4 5 10 12 15 13 16 16 23 25 20 20 22 20 12 1 1 1 1 1 3 3 0 1 0 6 15 19 9 " OURCQ" 2.38654145443545 48.8863936794358
"17013" 16 16 17 19 20 20 20 15 3 1 0 7 4 0 0 0 1 0 0 1 7 18 22 21 18 19 20 18 18 19 18 15 5 0 0 0 0 3 3 3 0 3 0 3 2 11 17 16 7 7 7 6 6 7 7 4 0 0 0 0 3 0 0 1 0 1 1 2 2 10 10 7 14 15 14 11 12 14 13 10 0 0 1 1 0 0 2 0 1 0 7 2 2 9 10 14 21 22 21 21 22 22 21 19 14 0 0 0 0 0 0 0 1 0 0 0 2 3 2 5 " LEGENDRE" 2.31647383591417 48.8854377308945
"19008" 2 1 3 2 2 2 2 3 3 3 1 1 3 3 3 2 3 2 2 2 2 7 11 9 6 14 14 14 13 13 13 12 15 8 1 1 3 3 2 1 1 1 1 2 1 1 5 7 5 6 5 6 25 25 25 25 24 16 9 1 2 2 1 0 1 5 1 1 2 2 5 6 4 3 1 1 21 21 21 21 14 9 3 1 0 1 0 0 1 2 0 2 0 1 2 1 1 0 0 2 23 22 24 22 18 5 4 1 0 2 2 1 2 0 2 0 0 1 1 0 " CORENTIN CARIOU" 2.38186872950848 48.8946502499702
"9023" 4 4 4 3 2 2 2 2 3 20 32 19 26 14 18 21 20 15 7 6 0 1 0 0 1 0 0 0 0 0 0 1 1 26 11 20 24 7 20 25 22 12 6 0 0 0 0 0 0 0 0 0 0 0 0 0 3 24 33 31 33 24 33 32 32 29 20 1 0 0 0 0 0 0 0 0 0 0 0 0 4 31 32 21 19 11 21 27 30 29 11 0 13 6 9 0 0 0 0 0 0 0 0 1 0 28 27 33 18 9 9 13 11 9 0 0 0 1 4 1 " ITALIENS LAFFITE" 2.33720154784508 48.8718157373963
"9038" 0 0 2 1 1 1 1 0 0 0 0 0 0 5 1 0 3 0 1 4 2 1 3 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 2 2 2 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 3 2 0 1 3 1 2 0 0 0 0 0 0 0 0 15 4 4 3 1 1 2 0 0 2 8 8 9 0 2 1 0 0 0 1 1 2 0 2 0 9 6 0 1 1 1 18 7 3 2 25 23 20 " SQUARE BERLIOZ" 2.33084994902851 48.883207841228
"9017" 2 1 3 1 1 1 0 0 1 0 0 0 0 1 0 1 0 0 9 5 8 11 13 14 11 10 7 8 9 9 9 8 4 0 1 0 3 4 1 1 2 2 2 6 4 16 13 8 0 2 2 0 0 0 1 0 1 0 0 2 0 2 0 2 0 1 0 2 11 4 6 0 4 3 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 3 5 6 10 12 13 15 11 11 7 4 2 2 1 2 0 0 1 1 3 0 2 2 6 4 4 4 0 0 3 " TRUDAINE MARTYRS" 2.34077441211784 48.8810321490163
"33009" 0 0 0 0 0 0 0 0 0 4 6 5 5 6 6 7 6 6 6 0 1 3 4 4 4 4 0 0 0 0 0 1 2 3 6 6 6 5 7 6 6 4 5 1 0 3 4 5 5 5 6 6 6 6 6 5 3 9 10 9 9 11 12 10 9 11 10 7 7 9 9 9 9 9 8 8 0 0 0 0 0 8 9 9 10 10 10 10 10 7 4 2 4 3 4 5 5 5 5 5 1 1 1 1 1 10 17 16 15 15 17 16 19 19 18 15 9 8 7 8 " FELIX (AUBERVILLIERS)" 2.37883847406415 48.9078857572667
"13514" 19 19 6 6 7 7 8 8 8 18 19 19 17 19 17 14 14 14 17 18 19 18 19 19 19 19 6 7 7 5 5 9 9 12 19 18 18 18 19 18 13 16 9 13 18 18 17 18 17 18 19 19 3 3 4 8 8 7 9 7 6 5 6 12 14 17 16 7 12 13 14 14 13 13 13 13 12 4 5 7 7 9 16 19 19 19 19 18 19 19 17 16 17 17 19 19 19 18 15 15 13 8 9 11 12 12 17 19 18 19 19 19 18 19 18 18 19 18 18 18 " GARE D'AUSTERLITZ 2" 2.36346863686007 48.8418361736006
"7016" 14 16 17 17 18 18 18 19 16 23 45 49 53 47 49 45 34 28 20 14 19 6 4 9 17 23 21 20 20 20 20 21 18 27 43 38 51 48 41 33 37 38 40 43 41 37 34 30 30 27 23 19 17 16 16 14 12 28 35 31 33 34 30 25 24 15 18 6 10 7 15 17 25 20 16 13 13 12 14 13 13 36 43 46 44 42 45 47 45 45 44 43 39 34 43 44 46 45 47 40 38 38 38 35 35 55 53 51 52 48 47 43 46 40 28 21 13 7 8 10 " TOUR MAUBOURG UNIVERSITE" 2.30945355091418 48.8612730162781
"42505" 20 20 25 25 25 25 25 24 23 22 26 25 25 28 29 30 20 22 23 21 21 24 24 26 22 22 22 23 23 23 23 24 23 19 19 17 18 19 18 19 18 19 22 28 29 28 29 29 22 24 25 25 24 24 24 23 21 18 18 18 16 18 18 19 19 20 21 23 24 26 29 29 23 24 25 26 25 25 24 23 22 19 23 21 23 22 25 26 26 29 25 30 30 30 30 30 18 19 19 19 18 18 17 17 16 12 14 13 12 16 18 17 19 20 21 21 20 20 21 23 " FREROT (GENTILLY)" 2.35047619893454 48.8157687919839
"1116" 21 24 24 22 2 2 2 3 4 10 27 10 12 12 19 26 25 23 22 16 2 0 0 0 0 0 0 0 0 0 0 0 0 8 26 27 27 27 27 27 25 27 27 19 9 1 0 0 0 0 3 5 5 5 5 5 6 14 26 27 27 27 27 27 27 27 24 13 12 3 2 0 0 0 0 0 0 0 0 0 2 11 27 27 27 27 26 26 27 26 19 13 1 0 0 1 0 1 1 1 1 1 1 1 0 19 24 27 27 27 25 27 27 25 14 7 4 1 0 3 " OPÉRA PYRAMIDES" 2.33438844825187 48.866810653323
"5035" 14 13 13 14 13 13 12 12 10 7 17 17 22 16 22 22 24 24 24 14 11 13 19 16 15 18 6 5 5 4 4 6 0 6 16 20 21 19 15 22 19 22 18 0 5 6 4 7 3 3 0 0 0 0 0 0 0 6 7 13 9 6 1 5 6 1 5 1 7 11 0 4 1 0 0 1 1 1 0 0 4 14 15 22 20 14 17 23 24 21 22 22 12 16 15 11 12 2 3 3 0 0 0 2 1 7 12 10 14 21 24 24 21 18 19 22 20 23 24 20 " BUFFON AUSTERLITZ" 2.36374844464159 48.8431581782293
"9028" 2 3 3 3 2 2 1 0 0 0 0 1 1 1 0 1 1 0 2 3 2 6 4 3 3 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 3 1 2 0 5 2 3 3 5 3 2 1 1 0 0 0 0 6 0 5 5 4 7 0 0 0 2 2 1 1 3 3 7 8 8 10 9 8 8 0 1 3 2 1 0 2 1 0 1 2 0 1 3 1 1 1 1 0 0 0 0 0 0 0 0 3 2 1 2 3 2 0 3 0 4 3 3 3 4 " MONCEY BLANCHE" 2.33107516002003 48.8801539858598
"3003" 32 32 30 29 30 30 30 30 28 16 29 30 25 31 27 28 27 20 9 14 27 32 32 32 32 31 27 26 25 10 9 9 6 5 2 12 21 27 22 27 29 32 21 32 32 32 32 32 32 19 19 18 20 21 21 20 17 11 10 14 16 6 7 14 12 11 8 15 30 31 32 32 28 32 31 32 32 20 19 19 17 8 11 7 7 6 9 4 16 4 6 16 30 32 32 30 32 29 12 14 10 11 11 10 14 7 14 11 14 23 27 18 4 1 9 13 28 29 29 23 " TURENNE BRETAGNE" 2.36495138689375 48.8621322349716
"15022" 39 39 39 39 39 33 33 32 29 20 14 14 15 23 19 14 19 21 26 27 39 37 35 39 39 39 39 39 32 24 24 25 17 5 2 2 12 17 13 16 24 32 36 36 38 37 38 38 38 37 38 38 38 38 38 38 34 17 16 16 22 31 35 33 35 38 36 32 37 38 32 38 38 38 38 38 38 29 30 30 29 21 13 13 15 21 16 13 18 23 13 20 35 39 39 37 39 39 39 39 32 32 32 31 30 19 10 16 19 29 25 16 21 23 31 39 37 35 36 37 " ZOLA" 2.29623845050552 48.8470986841305
"21101" 20 20 20 20 20 20 20 19 17 8 11 12 12 14 14 15 13 13 15 19 21 23 25 25 25 25 25 25 25 25 25 25 24 20 16 16 16 16 13 12 11 12 12 15 24 24 23 25 25 25 25 25 25 25 25 25 8 1 2 1 0 2 2 3 1 1 0 4 10 9 8 10 10 10 10 10 10 10 9 8 6 4 8 8 8 7 6 5 3 3 3 5 5 9 7 7 7 9 9 10 10 10 9 7 9 8 11 11 7 7 5 6 4 2 5 3 10 14 15 15 " VALITON (CLICHY)" 2.29784000737435 48.9024924515185
"19102" 2 0 1 2 2 0 0 0 1 0 0 0 0 0 0 0 1 0 1 2 2 1 1 2 5 7 6 5 6 6 6 4 3 0 0 0 0 0 1 0 0 4 0 4 1 3 7 7 13 11 13 12 12 12 12 10 8 1 1 0 0 0 0 0 0 1 0 3 9 7 10 3 3 1 3 6 6 6 5 3 3 1 1 1 1 1 0 0 0 0 7 0 2 1 3 5 4 10 10 12 13 12 10 9 8 0 0 0 0 0 0 0 1 0 1 2 3 3 4 2 " BELLEVILLE RAMPAL" 2.37985561062796 48.8731526238582
"8045" 7 5 8 9 7 7 7 8 13 20 45 52 56 54 54 50 52 44 38 14 3 3 3 3 2 1 2 2 1 1 1 3 6 17 47 56 56 56 56 56 56 56 51 40 26 1 0 4 0 2 5 2 2 2 2 2 4 14 50 55 56 55 56 49 53 56 41 18 3 2 4 3 2 3 1 1 1 1 1 1 4 18 41 46 51 48 51 50 55 48 55 33 16 7 4 3 1 0 0 0 0 1 1 1 2 21 43 44 45 48 51 55 50 54 46 36 21 11 9 6 " ALMA" 2.30254918238593 48.8649209825384
"15109" 17 18 18 17 17 17 17 18 11 1 1 4 8 5 1 2 3 1 7 26 24 22 25 28 28 27 28 28 28 27 27 26 18 1 3 6 5 10 7 8 9 11 11 23 28 27 24 24 23 25 25 24 24 24 24 22 15 1 3 3 4 3 1 5 6 6 8 24 25 25 28 26 29 29 28 28 28 28 28 28 18 2 4 4 2 1 0 3 2 4 3 24 28 29 28 28 29 29 28 28 29 29 29 29 19 1 2 3 0 3 4 1 3 3 12 21 28 28 29 29 " CEVENNES" 2.2810707552159 48.8424414521891
